richiesta_id,cliente_id,fornitore_id,operatore_id,data_ora,categoria_servizio,zona,importo,tempo_erogazione_min,stato
323,199,458,387,2026-02-03 11:22:00,Imbianchino,Torino,266.74,47,completata
324,46,443,246,2025-12-31 16:27:00,Falegnameria,Torino,0.0,,annullata
325,150,372,370,2026-02-13 11:23:00,Caldaie,Torino,421.99,37,completata
326,244,328,166,2026-08-17 16:54:00,Idraulica,Milano,245.07,141,in_ritardo
327,71,272,316,2026-05-22 17:29:00,Climatizzazione,Roma,300.28,72,completata
328,167,66,210,2026-01-23 09:31:00,Elettricista,Torino,163.25,109,completata
329,219,157,309,2026-04-02 11:51:00,Giardinaggio e Irrigazione,Bologna,61.32,76,completata
330,11,407,130,2026-01-07 16:07:00,Idraulica,Torino,172.58,,in_corso
331,369,140,306,2025-12-23 11:12:00,Elettricista,Torino,167.98,138,completata
332,568,404,270,2026-04-03 11:58:00,Idraulica,Roma,119.57,,in_corso
333,114,101,481,2026-05-23 10:23:00,Giardinaggio e Irrigazione,Roma,0.0,,annullata
334,445,406,197,2026-01-02 10:50:00,Elettricista,Bologna,163.46,106,completata
335,440,267,465,2026-04-05 17:12:00,Giardinaggio e Irrigazione,Milano,55.26,36,completata
336,287,77,517,2026-02-03 17:56:00,Falegnameria,Napoli,0.0,,annullata
337,67,244,428,2026-02-24 17:48:00,Falegnameria,Torino,212.49,121,completata
338,383,332,341,2026-08-27 17:31:00,Falegnameria,Milano,273.34,,in_corso
339,598,278,266,2025-12-19 10:28:00,Caldaie,Bologna,239.12,103,completata
340,161,263,502,2026-06-10 09:08:00,Climatizzazione,Torino,262.34,104,completata
341,43,284,341,2026-07-27 11:27:00,Falegnameria,Milano,178.63,70,completata
342,280,25,214,2026-06-12 11:41:00,Idraulica,Milano,0.0,,annullata
343,560,51,393,2026-01-10 09:07:00,Idraulica,Torino,82.06,116,completata
344,338,453,171,2026-04-08 17:54:00,Elettricista,Napoli,219.7,,in_corso
345,557,430,332,2026-04-13 11:18:00,Giardinaggio e Irrigazione,Torino,190.79,,in_corso
346,594,90,123,2025-12-05 10:55:00,Imbianchino,Roma,0.0,,annullata
347,566,222,298,2026-07-28 15:21:00,Giardinaggio e Irrigazione,Bologna,102.89,196,in_ritardo
348,215,233,94,2026-07-13 16:01:00,Imbianchino,Roma,208.34,92,in_ritardo
349,512,425,190,2026-05-29 17:48:00,Imbianchino,Milano,216.95,102,completata
350,33,385,293,2026-02-10 11:36:00,Climatizzazione,Napoli,442.27,80,completata
351,66,355,491,2026-08-31 15:06:00,Imbianchino,Milano,455.79,51,completata
352,107,82,319,2026-02-27 15:01:00,Idraulica,Torino,99.6,67,completata
353,537,307,487,2026-01-05 11:33:00,Idraulica,Milano,231.06,50,completata
354,114,404,270,2026-02-05 15:47:00,Idraulica,Roma,67.29,69,completata
355,443,433,384,2026-07-31 11:37:00,Elettricista,Milano,85.96,48,completata
356,457,121,463,2026-01-02 17:51:00,Elettricista,Napoli,0.0,,annullata
357,41,282,240,2026-01-16 15:22:00,Caldaie,Napoli,398.77,,in_corso
358,180,240,140,2026-07-01 16:46:00,Falegnameria,Napoli,294.48,80,completata
359,45,267,410,2026-04-02 10:17:00,Giardinaggio e Irrigazione,Milano,185.77,275,in_ritardo
360,223,72,133,2026-08-10 16:07:00,Caldaie,Bologna,342.29,,in_corso
361,334,77,507,2026-06-26 16:02:00,Falegnameria,Napoli,183.4,192,in_ritardo
362,200,75,277,2026-06-22 11:07:00,Climatizzazione,Napoli,321.42,92,completata
363,473,183,487,2026-01-02 17:28:00,Idraulica,Milano,73.89,,in_corso
364,19,56,93,2026-01-21 09:34:00,Caldaie,Roma,429.12,116,completata
365,280,366,179,2026-02-17 10:13:00,Caldaie,Milano,309.87,137,completata
366,536,49,46,2026-01-22 11:28:00,Idraulica,Roma,202.21,,in_corso
367,207,110,46,2026-04-07 10:12:00,Idraulica,Roma,247.75,135,completata
368,197,196,434,2026-01-02 09:51:00,Caldaie,Napoli,166.86,95,completata
369,111,327,260,2026-05-15 16:13:00,Caldaie,Torino,142.82,43,completata
370,366,198,210,2026-05-15 15:41:00,Elettricista,Torino,119.87,114,completata
371,286,302,44,2026-06-05 14:19:00,Climatizzazione,Torino,337.89,,in_corso
372,583,426,378,2026-02-26 09:38:00,Elettricista,Milano,160.41,,in_corso
373,137,473,302,2026-05-20 17:20:00,Caldaie,Roma,115.11,107,completata
374,600,44,268,2026-07-17 10:32:00,Climatizzazione,Bologna,68.27,,in_corso
375,128,55,53,2026-05-08 15:48:00,Elettricista,Milano,60.45,67,completata
376,207,429,402,2026-02-16 17:02:00,Elettricista,Roma,217.88,124,completata
377,337,371,368,2026-02-06 09:33:00,Caldaie,Napoli,502.61,,in_corso
378,25,348,274,2026-03-28 10:13:00,Falegnameria,Milano,330.51,274,in_ritardo
379,228,418,73,2026-06-12 17:00:00,Idraulica,Torino,240.27,111,completata
380,145,153,38,2026-03-13 16:53:00,Giardinaggio e Irrigazione,Napoli,116.26,122,completata
381,479,204,300,2026-05-08 15:11:00,Climatizzazione,Bologna,284.8,141,in_ritardo
382,279,345,242,2026-08-04 11:25:00,Imbianchino,Napoli,0.0,,annullata
383,444,344,319,2026-02-18 20:30:00,Idraulica,Torino,219.35,,in_corso
384,308,261,242,2026-02-17 10:16:00,Imbianchino,Napoli,0.0,,annullata
385,493,132,11,2026-01-06 17:30:00,Elettricista,Bologna,0.0,,annullata
386,384,146,297,2026-08-07 15:47:00,Imbianchino,Torino,0.0,,annullata
387,73,48,157,2026-06-28 09:24:00,Giardinaggio e Irrigazione,Torino,159.7,128,completata
388,357,92,442,2026-08-18 18:44:00,Imbianchino,Torino,241.84,124,completata
389,253,7,515,2026-04-03 13:40:00,Giardinaggio e Irrigazione,Bologna,139.71,107,completata
390,467,39,475,2026-02-13 17:53:00,Idraulica,Milano,59.38,188,in_ritardo
391,408,281,399,2026-01-09 15:10:00,Caldaie,Roma,0.0,,annullata
392,392,155,75,2026-05-07 20:56:00,Caldaie,Napoli,410.81,,in_corso
393,353,221,19,2026-02-12 10:59:00,Caldaie,Bologna,593.25,,in_corso
394,504,164,459,2025-12-01 17:26:00,Falegnameria,Napoli,109.72,53,completata
395,138,125,239,2026-03-12 16:07:00,Imbianchino,Bologna,164.4,136,in_ritardo
396,197,134,483,2026-04-12 15:40:00,Giardinaggio e Irrigazione,Napoli,58.24,40,completata
397,387,301,386,2026-02-02 11:01:00,Falegnameria,Milano,285.48,31,completata
398,63,24,59,2026-04-16 08:42:00,Falegnameria,Torino,123.87,,in_corso
399,8,442,313,2026-06-11 11:59:00,Falegnameria,Milano,261.53,77,completata
400,352,30,275,2026-05-11 13:42:00,Imbianchino,Bologna,446.69,,in_corso
401,103,56,77,2025-12-02 17:25:00,Caldaie,Roma,392.99,,in_corso
402,544,303,402,2026-04-23 20:52:00,Elettricista,Roma,161.94,,in_corso
403,487,275,1,2026-08-21 10:00:00,Caldaie,Torino,409.56,,in_corso
404,47,134,146,2026-05-16 15:25:00,Giardinaggio e Irrigazione,Napoli,102.75,114,completata
405,103,179,511,2026-06-16 10:45:00,Idraulica,Roma,204.82,219,in_ritardo
406,33,454,461,2026-02-04 09:19:00,Caldaie,Napoli,322.74,44,completata
407,494,463,64,2026-04-03 10:48:00,Caldaie,Torino,134.84,97,in_ritardo
408,165,199,36,2026-05-17 11:46:00,Elettricista,Torino,0.0,,annullata
409,504,413,52,2026-01-16 13:55:00,Elettricista,Napoli,154.14,146,completata
410,391,82,271,2026-07-12 09:18:00,Idraulica,Torino,195.52,125,completata
411,119,234,25,2026-06-05 15:36:00,Climatizzazione,Milano,290.12,138,completata
412,398,258,515,2026-07-03 17:59:00,Giardinaggio e Irrigazione,Bologna,132.27,43,completata
413,405,336,165,2025-12-05 15:20:00,Idraulica,Napoli,144.96,48,completata
414,291,306,119,2026-02-13 20:52:00,Caldaie,Napoli,341.24,121,in_ritardo
415,281,42,390,2026-08-02 11:45:00,Giardinaggio e Irrigazione,Roma,55.96,143,in_ritardo
416,231,177,10,2025-12-27 15:46:00,Imbianchino,Milano,310.14,84,completata
417,485,178,232,2026-05-28 14:04:00,Falegnameria,Torino,293.73,119,completata
418,562,203,424,2026-06-19 16:55:00,Giardinaggio e Irrigazione,Roma,0.0,,annullata
419,141,88,475,2026-07-15 11:57:00,Idraulica,Milano,197.16,256,in_ritardo
420,10,102,354,2026-06-04 17:06:00,Climatizzazione,Bologna,430.66,116,completata
421,173,81,398,2025-12-29 15:11:00,Caldaie,Bologna,388.56,110,completata
422,414,172,423,2026-04-03 15:19:00,Climatizzazione,Milano,350.63,,in_corso
423,92,263,4,2026-07-26 11:40:00,Climatizzazione,Torino,106.8,45,completata
424,501,298,217,2026-08-18 16:36:00,Caldaie,Milano,440.74,131,completata
425,186,375,98,2026-06-15 17:44:00,Falegnameria,Bologna,84.8,121,completata
426,551,217,375,2026-03-05 17:01:00,Imbianchino,Roma,0.0,,annullata
427,599,56,489,2026-02-02 11:42:00,Caldaie,Roma,391.53,30,completata
428,569,71,270,2026-07-17 09:02:00,Idraulica,Roma,58.44,138,completata
429,36,96,276,2026-01-13 16:19:00,Imbianchino,Bologna,490.38,90,in_ritardo
430,255,338,101,2026-05-01 20:18:00,Climatizzazione,Napoli,285.06,170,in_ritardo
431,536,26,221,2026-05-30 17:06:00,Climatizzazione,Roma,74.33,68,completata
432,221,179,395,2026-02-07 11:17:00,Idraulica,Roma,55.62,63,completata
433,391,458,243,2026-02-20 11:43:00,Imbianchino,Torino,305.08,110,completata
434,276,299,405,2026-03-09 17:42:00,Climatizzazione,Milano,123.98,,in_corso
435,158,179,270,2026-05-11 14:24:00,Idraulica,Roma,56.28,98,completata
436,113,261,147,2026-06-26 11:58:00,Imbianchino,Napoli,444.92,65,completata
437,11,99,127,2026-01-20 10:24:00,Caldaie,Torino,353.77,105,completata
438,502,55,53,2026-01-16 12:35:00,Elettricista,Milano,66.59,,in_corso
439,399,454,346,2026-03-03 17:43:00,Caldaie,Napoli,389.2,,in_corso
440,413,374,175,2026-07-31 17:32:00,Climatizzazione,Roma,0.0,,annullata
441,274,474,352,2025-12-28 11:45:00,Caldaie,Milano,447.53,86,completata
442,363,449,85,2026-07-28 11:27:00,Climatizzazione,Torino,179.02,,in_corso
443,90,35,58,2026-05-06 11:54:00,Idraulica,Bologna,193.29,51,completata
444,590,2,455,2025-12-30 11:35:00,Caldaie,Bologna,432.06,124,in_ritardo
445,492,87,374,2026-08-12 17:56:00,Climatizzazione,Roma,65.42,146,completata
446,8,433,403,2026-07-06 19:22:00,Elettricista,Milano,161.55,107,completata
447,460,61,174,2026-02-25 16:57:00,Elettricista,Bologna,0.0,,annullata
448,362,399,97,2025-12-26 11:07:00,Elettricista,Roma,188.87,,in_corso
449,121,457,357,2026-04-28 11:16:00,Elettricista,Bologna,140.24,148,completata
450,313,271,60,2026-08-21 08:59:00,Falegnameria,Napoli,0.0,,annullata
451,472,177,381,2026-05-18 09:00:00,Imbianchino,Milano,228.9,85,completata
452,504,60,349,2026-03-12 16:57:00,Idraulica,Napoli,41.45,,in_corso
453,257,73,388,2026-03-26 11:19:00,Imbianchino,Roma,420.85,86,completata
454,450,463,185,2026-02-20 08:22:00,Caldaie,Torino,137.55,35,completata
455,137,354,244,2026-06-19 09:10:00,Climatizzazione,Roma,106.33,100,completata
456,508,367,86,2026-02-04 15:32:00,Caldaie,Napoli,137.06,131,completata
457,22,205,77,2026-02-03 16:00:00,Caldaie,Roma,432.72,84,completata
458,9,79,140,2026-07-10 09:48:00,Falegnameria,Napoli,137.31,,in_corso
459,118,153,253,2026-04-14 11:42:00,Giardinaggio e Irrigazione,Napoli,150.1,,in_corso
460,106,136,88,2026-08-15 16:40:00,Climatizzazione,Roma,111.6,65,completata
461,197,45,238,2026-02-13 16:12:00,Idraulica,Napoli,125.53,119,completata
462,237,397,26,2026-03-24 15:03:00,Falegnameria,Bologna,156.5,76,completata
463,288,48,45,2026-05-29 11:20:00,Giardinaggio e Irrigazione,Torino,30.09,280,in_ritardo
464,330,302,66,2026-03-19 11:58:00,Climatizzazione,Torino,158.38,76,completata
465,343,260,257,2026-05-05 17:00:00,Climatizzazione,Torino,200.62,,in_corso
466,371,413,425,2026-08-28 10:41:00,Elettricista,Napoli,51.14,46,completata
467,124,433,384,2025-12-22 17:52:00,Elettricista,Milano,206.22,150,completata
468,560,287,207,2026-05-25 15:48:00,Elettricista,Torino,43.11,83,completata
469,564,382,308,2026-04-09 20:54:00,Giardinaggio e Irrigazione,Torino,182.14,110,completata
470,121,335,198,2026-07-10 16:50:00,Idraulica,Bologna,186.31,67,completata
471,47,367,324,2026-01-01 19:12:00,Caldaie,Napoli,436.04,,in_corso
472,526,236,261,2026-01-08 16:24:00,Falegnameria,Torino,262.53,53,completata
473,4,480,314,2026-02-20 16:44:00,Idraulica,Napoli,145.8,224,in_ritardo
474,266,55,135,2026-05-05 12:45:00,Elettricista,Milano,0.0,,annullata
475,244,63,262,2026-04-29 10:56:00,Elettricista,Milano,196.58,112,completata
476,255,461,220,2026-03-18 09:41:00,Imbianchino,Napoli,216.32,230,in_ritardo
477,271,109,480,2026-02-06 11:03:00,Climatizzazione,Milano,198.64,161,in_ritardo
478,181,242,364,2026-04-11 16:06:00,Giardinaggio e Irrigazione,Roma,177.9,244,in_ritardo
479,565,341,477,2026-03-16 11:20:00,Elettricista,Milano,184.43,,in_corso
480,405,95,330,2026-02-18 17:46:00,Imbianchino,Napoli,119.35,88,completata
481,190,28,76,2026-02-27 17:11:00,Giardinaggio e Irrigazione,Napoli,57.7,134,completata
482,404,315,39,2026-03-06 10:29:00,Giardinaggio e Irrigazione,Milano,153.13,123,completata
483,13,41,186,2026-01-21 09:07:00,Caldaie,Bologna,209.14,64,completata
484,147,254,125,2025-12-07 09:34:00,Caldaie,Bologna,185.21,127,completata
485,577,83,32,2026-07-16 12:21:00,Falegnameria,Torino,240.23,110,completata
486,557,37,428,2026-02-02 09:06:00,Falegnameria,Torino,360.26,48,completata
487,2,336,165,2026-03-25 15:24:00,Idraulica,Napoli,233.56,188,in_ritardo
488,116,233,250,2026-08-07 09:18:00,Imbianchino,Roma,129.71,144,completata
489,45,361,227,2026-02-16 16:21:00,Climatizzazione,Milano,118.59,265,in_ritardo
490,309,130,121,2026-04-24 15:42:00,Imbianchino,Torino,411.32,,in_corso
491,153,298,137,2026-02-13 17:50:00,Caldaie,Milano,138.85,123,completata
492,286,275,213,2026-02-13 10:11:00,Caldaie,Torino,336.99,118,completata
493,424,190,209,2026-05-20 17:58:00,Elettricista,Bologna,0.0,,annullata
494,505,378,154,2026-08-28 09:37:00,Climatizzazione,Napoli,334.21,76,completata
495,3,64,87,2026-03-15 16:30:00,Caldaie,Milano,553.91,138,completata
496,143,157,298,2026-04-30 16:59:00,Giardinaggio e Irrigazione,Bologna,170.73,125,completata
497,142,92,347,2026-01-30 19:09:00,Imbianchino,Torino,236.11,117,in_ritardo
498,596,74,200,2026-01-07 16:55:00,Idraulica,Bologna,69.67,39,completata
499,13,398,437,2026-07-02 10:30:00,Climatizzazione,Bologna,332.44,90,completata
500,422,49,270,2026-05-22 17:44:00,Idraulica,Roma,52.6,98,in_ritardo
501,178,304,337,2026-08-14 15:43:00,Giardinaggio e Irrigazione,Napoli,150.94,147,completata
502,586,201,50,2026-08-14 10:27:00,Giardinaggio e Irrigazione,Torino,118.66,125,completata
503,217,287,397,2026-06-24 10:25:00,Elettricista,Torino,146.94,134,completata
504,480,339,422,2026-07-31 15:10:00,Idraulica,Torino,129.09,43,completata
505,107,115,397,2026-01-09 11:01:00,Elettricista,Torino,54.7,106,completata
506,12,108,217,2026-05-08 10:40:00,Caldaie,Milano,0.0,,annullata
507,579,82,153,2025-12-23 15:02:00,Idraulica,Torino,41.78,126,completata
508,290,130,243,2026-06-22 11:48:00,Imbianchino,Torino,375.12,72,completata
509,418,302,504,2026-08-14 10:01:00,Climatizzazione,Torino,288.68,,in_corso
510,39,25,431,2026-04-28 17:29:00,Idraulica,Milano,88.63,133,completata
511,145,213,253,2026-02-21 17:38:00,Giardinaggio e Irrigazione,Napoli,163.51,67,completata
512,369,260,78,2026-07-09 17:49:00,Climatizzazione,Torino,0.0,,annullata
513,77,128,211,2026-02-17 15:06:00,Caldaie,Torino,364.51,,in_corso
514,90,149,235,2026-08-13 11:10:00,Giardinaggio e Irrigazione,Bologna,77.62,75,completata
515,92,241,264,2026-01-06 15:16:00,Caldaie,Torino,418.15,150,completata
516,127,461,496,2026-08-07 11:25:00,Imbianchino,Napoli,134.17,95,completata
517,322,348,42,2026-06-10 15:32:00,Falegnameria,Milano,267.21,104,in_ritardo
518,251,233,301,2025-12-05 09:18:00,Imbianchino,Roma,438.61,79,completata
519,474,99,64,2026-01-16 16:57:00,Caldaie,Torino,173.74,147,completata
520,407,390,245,2026-07-10 11:04:00,Imbianchino,Bologna,374.96,44,completata
521,286,169,271,2026-07-21 10:30:00,Idraulica,Torino,0.0,,annullata
522,390,345,167,2026-01-01 13:50:00,Imbianchino,Napoli,102.71,,in_corso
523,24,408,96,2026-07-03 09:09:00,Idraulica,Napoli,102.65,205,in_ritardo
524,430,23,409,2026-08-26 11:11:00,Giardinaggio e Irrigazione,Torino,88.14,,in_corso
525,305,96,408,2026-02-23 15:30:00,Imbianchino,Bologna,263.45,236,in_ritardo
526,399,193,181,2025-12-05 11:04:00,Caldaie,Napoli,425.31,,in_corso
527,325,404,287,2025-12-08 15:59:00,Idraulica,Roma,63.86,194,in_ritardo
528,270,322,432,2026-08-24 15:53:00,Giardinaggio e Irrigazione,Bologna,0.0,,annullata
529,100,100,495,2025-12-19 10:26:00,Caldaie,Milano,276.33,56,completata
530,196,142,397,2025-12-08 11:01:00,Elettricista,Torino,186.52,119,completata
531,512,437,326,2026-07-22 11:22:00,Giardinaggio e Irrigazione,Milano,195.59,44,completata
532,181,357,444,2026-07-23 10:35:00,Climatizzazione,Roma,208.81,,in_corso
533,448,134,18,2026-04-25 09:05:00,Giardinaggio e Irrigazione,Napoli,0.0,,annullata
534,422,436,228,2026-01-23 16:59:00,Falegnameria,Roma,253.43,115,completata
535,297,479,105,2026-07-03 16:24:00,Idraulica,Napoli,113.63,,in_corso
536,476,245,20,2026-06-30 18:45:00,Climatizzazione,Bologna,426.45,,in_corso
537,230,460,251,2026-08-17 17:16:00,Elettricista,Roma,159.56,145,completata
538,425,402,485,2025-12-17 10:50:00,Imbianchino,Milano,213.34,103,completata
539,441,302,13,2026-04-03 15:12:00,Climatizzazione,Torino,0.0,,annullata
540,440,307,317,2026-02-04 14:46:00,Idraulica,Milano,73.27,42,completata
541,130,417,176,2026-08-14 15:53:00,Climatizzazione,Milano,386.56,71,completata
542,209,131,516,2026-01-16 17:49:00,Climatizzazione,Torino,335.95,103,completata
543,392,197,122,2025-12-13 15:40:00,Climatizzazione,Napoli,153.49,68,completata
544,199,66,306,2026-04-05 14:49:00,Elettricista,Torino,50.35,110,completata
545,24,336,173,2026-01-22 16:07:00,Idraulica,Napoli,227.87,39,completata
546,507,6,319,2026-06-04 11:25:00,Idraulica,Torino,55.45,109,in_ritardo
547,216,84,57,2026-07-03 11:40:00,Giardinaggio e Irrigazione,Milano,80.79,114,completata
548,581,233,418,2025-12-17 11:22:00,Imbianchino,Roma,309.52,96,completata
549,261,173,145,2026-01-30 09:33:00,Falegnameria,Roma,353.41,145,completata
550,223,111,328,2025-12-16 10:05:00,Caldaie,Bologna,222.31,41,completata
551,357,236,129,2026-04-30 15:27:00,Falegnameria,Torino,137.53,117,completata
552,288,140,360,2026-06-19 17:19:00,Elettricista,Torino,115.19,84,completata
553,279,461,220,2026-05-13 16:24:00,Imbianchino,Napoli,237.06,299,in_ritardo
554,66,234,405,2026-07-17 16:16:00,Climatizzazione,Milano,382.41,225,in_ritardo
555,361,305,102,2026-06-22 10:51:00,Imbianchino,Roma,230.25,57,completata
556,381,34,218,2026-06-09 11:07:00,Idraulica,Napoli,0.0,,annullata
557,330,401,78,2026-03-30 15:18:00,Climatizzazione,Torino,100.14,121,completata
558,77,288,360,2026-07-04 11:12:00,Elettricista,Torino,127.25,83,completata
559,123,138,21,2026-02-02 16:20:00,Climatizzazione,Napoli,171.16,290,in_ritardo
560,590,278,113,2025-12-03 12:08:00,Caldaie,Bologna,0.0,,annullata
561,41,439,196,2026-05-22 09:30:00,Idraulica,Napoli,97.68,,in_corso
562,355,245,300,2026-06-23 11:31:00,Climatizzazione,Bologna,331.62,93,completata
563,125,32,79,2026-06-10 09:01:00,Elettricista,Milano,54.45,140,completata
564,447,300,326,2026-03-26 10:46:00,Giardinaggio e Irrigazione,Milano,198.23,103,in_ritardo
565,266,433,435,2025-12-23 11:04:00,Elettricista,Milano,181.45,64,completata
566,175,135,467,2026-02-09 09:08:00,Elettricista,Roma,143.06,,in_corso
567,424,268,357,2026-07-17 16:33:00,Elettricista,Bologna,125.67,71,completata
568,495,286,148,2026-03-26 11:45:00,Idraulica,Napoli,185.94,93,completata
569,62,157,432,2026-03-19 10:29:00,Giardinaggio e Irrigazione,Bologna,47.77,134,completata
570,541,374,175,2026-08-21 20:19:00,Climatizzazione,Roma,390.64,147,completata
571,134,358,248,2026-03-23 14:28:00,Giardinaggio e Irrigazione,Roma,162.6,38,completata
572,285,110,46,2026-07-03 16:41:00,Idraulica,Roma,196.46,32,completata
573,472,259,279,2026-03-06 15:42:00,Falegnameria,Milano,0.0,,annullata
574,87,43,507,2026-05-29 16:27:00,Falegnameria,Napoli,145.41,36,completata
575,392,413,463,2026-07-03 10:38:00,Elettricista,Napoli,130.94,117,completata
576,52,49,511,2026-04-07 11:07:00,Idraulica,Roma,95.9,98,completata
577,104,242,407,2026-04-21 16:44:00,Giardinaggio e Irrigazione,Roma,47.22,300,in_ritardo
578,275,398,445,2026-08-11 10:22:00,Climatizzazione,Bologna,172.31,42,completata
579,190,438,38,2026-08-15 17:19:00,Giardinaggio e Irrigazione,Napoli,58.94,107,in_ritardo
580,171,298,352,2026-03-06 15:09:00,Caldaie,Milano,253.71,63,completata
581,79,199,476,2026-02-26 09:38:00,Elettricista,Torino,35.19,,in_corso
582,254,171,154,2026-07-30 09:36:00,Climatizzazione,Napoli,264.85,126,completata
583,151,215,286,2026-01-16 13:28:00,Falegnameria,Napoli,282.19,76,completata
584,470,348,443,2025-12-07 11:57:00,Falegnameria,Milano,219.52,117,completata
585,532,53,340,2025-12-11 15:54:00,Elettricista,Napoli,127.1,103,completata
586,442,242,136,2026-06-03 09:12:00,Giardinaggio e Irrigazione,Roma,194.13,263,in_ritardo
587,558,216,390,2026-07-19 10:16:00,Giardinaggio e Irrigazione,Roma,96.47,150,completata
588,283,331,18,2026-05-08 16:33:00,Giardinaggio e Irrigazione,Napoli,103.69,102,completata
589,356,56,302,2026-04-27 09:31:00,Caldaie,Roma,0.0,,annullata
590,297,249,204,2026-02-20 11:00:00,Imbianchino,Napoli,426.7,36,completata
591,501,4,128,2026-05-06 11:42:00,Giardinaggio e Irrigazione,Milano,53.41,130,completata
592,515,422,143,2026-02-18 19:17:00,Idraulica,Bologna,130.73,67,completata
593,225,278,455,2025-12-17 11:15:00,Caldaie,Bologna,287.54,144,completata
594,268,120,389,2026-05-04 10:36:00,Imbianchino,Roma,138.45,,in_corso
595,205,55,307,2026-04-08 16:12:00,Elettricista,Milano,139.83,208,in_ritardo
596,559,351,431,2026-03-04 15:06:00,Idraulica,Milano,105.78,272,in_ritardo
597,367,251,41,2026-07-28 15:26:00,Giardinaggio e Irrigazione,Bologna,185.13,128,completata
598,432,132,241,2026-01-15 17:58:00,Elettricista,Bologna,129.76,109,completata
599,557,92,372,2026-04-30 15:08:00,Imbianchino,Torino,419.14,,in_corso
600,531,452,35,2026-07-24 09:03:00,Elettricista,Bologna,96.69,135,completata
